Region,diet_group,Percentage,Population,age_group,grouping,mean_ghgs,mean_land,mean_watscar,mean_ghgs_ch4,mean_ghgs_n2o,mean_bio,mean_acid,mean_watuse,n_participants,Per_Person_GHGs,Scaled GHGs
Midlands,high_meat,72,4890000,50-59,meat 100+_male_50-59,11678.040095756,24765.493737843,22196915.9694,2493.825428728,845.726470224,424304.5883251,47281.6909799,948052.3525954,591.0,19.759797116338408,69570293.68720427
Midlands,high_meat,72,4890000,50-59,meat <50_female_50-59,5743.81054721,8589.148020467,17812886.235386,1089.556732367,390.634887094,265987.4302747,27165.03069295,789643.1718661,1698.0,3.382691723916372,11909781.021564763
Midlands,high_meat,72,4890000,50-59,meat <50_male_50-59,5932.798636723,8887.673871456,17753366.154011,1115.071943874,403.593661543,280050.005136,27831.50148846,772424.4996164,410.0,14.47024057737317,50946823.024815455
Midlands,high_meat,72,4890000,60-69,meat 100+_female_60-69,11520.473391645,24780.218875941,22267712.39392,2482.433462121,825.564782097,418759.1540763,46208.57629087,967902.3117247,843.0,13.666041982971532,48115400.613646165
Midlands,high_meat,72,4890000,60-69,meat 100+_male_60-69,11450.175664626,24237.669950228,22420088.34903,2483.418445581,836.508023034,419968.938759,46820.10154528,963566.5072567,543.0,21.086879677027625,74242685.96687886
Midlands,high_meat,72,4890000,60-69,meat <50_female_60-69,5861.660341356,8773.431483816,18049559.35338,1135.358131228,397.27727146,274485.89453,27929.01125211,803482.1626348,1047.0,5.598529456882521,19711302.51179198
Midlands,high_meat,72,4890000,60-69,meat <50_male_60-69,5921.724590471,9083.406080365,17674902.74035,1126.481213163,406.294094112,275390.0345431,27691.49666903,794376.8012882,364.0,16.268474149645606,57278043.78607225
Midlands,high_meat,72,4890000,70-79,meat 100+_female_70-79,11990.853394399,26031.131035218,22709031.90567,2635.513953897,858.69091702,432051.8215774,47783.48446735,980562.3297263,274.0,43.762238665689786,154078089.8941606
Midlands,high_meat,72,4890000,70-79,meat 100+_male_70-79,12263.987428482,26714.11593829,22944250.12484,2670.517895181,888.626578572,446023.654708,48459.35504749,982878.9450576,168.0,72.99992516953571,257018136.53690132
Midlands,high_meat,72,4890000,70-79,meat <50_female_70-79,5836.04136184,8743.882449843,18143595.88405,1137.671005785,397.391549699,273304.9905213,27648.63836729,809873.8491242,381.0,15.317693863097112,53930536.55319232
Midlands,high_meat,72,4890000,70-79,meat <50_male_70-79,6126.166528464,9377.144449959,18417879.232569,1192.354242117,414.881529855,291467.5388466,28641.06153772,816378.9792448,143.0,42.84032537387413,150832217.57633603
